,pc1,pc2,pc3,hum,temp,target
329,-6.530896244891897,-0.589612498446582,0.015213326430441487,76.214,28.515,0.0
330,-6.460912481042519,-0.6775734808879084,0.20771103656021594,76.824,28.268,0.0
331,-6.5146080203934575,-0.6397569504351703,0.08849831504642913,77.442,28.054,0.0
332,-6.443141835447971,-0.7137072750789416,0.2826670744261266,77.671,27.957,0.0
333,-6.342496326935724,-0.7682903063438098,0.5444259430653333,77.946,27.882,0.0
334,-6.4601247009925915,-0.6781656996764666,0.2606351741492446,78.403,27.721,0.0
335,-6.3825036301648455,-0.736460111846653,0.4306541311530518,77.32,28.011,0.0
336,-6.33101014415127,-0.7230330771913025,0.4927058595914947,75.954,28.408,0.0
337,-4.894643676299866,0.8657804655855377,-0.3944008081091089,75.703,28.45,0.0
338,-0.7687913829558384,3.4297985272614393,-1.2951155416506088,77.0,28.096,0.0
339,2.4208291505213038,4.850557360343864,-0.824992827231981,78.045,27.785,0.0
340,5.611465390625338,1.315737162804511,2.275799015191896,27.37,50.169,0.0
341,4.75074127453287,-0.18426631807897714,1.4315780656559711,26.73,50.544,0.0
342,4.66111996395089,-0.10001587413283351,1.3552943709390617,25.753,51.348,0.0
343,4.546405251729967,-0.026258124542820314,1.3708477053705563,25.318,51.627,0.0
344,4.191879121968443,0.023923660507565097,1.201921436855998,25.112,51.22,0.0
345,4.081305173756193,-0.09832106751477053,1.2098692471266896,24.792,51.381,0.0
346,4.387703215984717,0.005179128806838196,1.5021574118985972,24.601,51.542,0.0
347,4.399218443159442,-0.04253959091560189,1.7841306247912871,24.357,51.681,0.0
348,4.373831057920968,0.05410159668219744,1.7034746797767248,24.372,51.895,0.0
349,3.9852751107528523,0.15672322224527657,1.8051246947171922,24.555,52.121,0.0
350,4.341848522557899,0.1403162702433344,1.8130663484985583,24.113,52.914,0.0
351,4.640595194597796,-0.06175677539048423,2.160740884070872,24.158,53.611,0.0
352,4.829098886607908,0.003745422240732269,2.313848097874022,23.945,54.03,0.0
353,5.090823419518021,0.10045657048661483,2.4428669552105475,23.533,54.276,0.0
354,5.289271698016831,0.056448657822558125,2.610032933020549,22.724,55.274,0.0
355,5.37816768059689,0.008573683626785407,2.5759262833123997,22.732,55.499,0.0
356,5.520324171532805,0.17413087401261731,2.637701939463384,22.671,55.767,0.0
357,5.629680619134828,0.13170339681802945,2.678812919857805,22.19,56.046,0.0
358,5.581330274901294,0.007129063433843539,2.6546405611653814,22.472,55.242,0.0
359,5.585882585034978,-0.0023818731002267033,2.744415388020266,22.778,55.445,0.0
360,5.5304493142611175,-0.21126730106191144,2.5362614370349643,25.936,51.992,0.0
361,5.6809178173978365,-0.33507838388456446,2.570086986847668,23.983,54.62,0.0
362,5.789647684276083,-0.3498024306640891,2.6458695266153467,22.861,56.11,0.0
363,5.578654532943155,-0.3659787148634988,2.508361468431154,21.816,56.84,0.0
364,5.393808432330986,-0.33586474192238475,2.462706203833717,20.977,57.473,0.0
365,5.136400036565352,-0.5335676983938906,2.213512226684816,20.908,57.054,0.0
366,5.01591029136818,-0.5165076852264585,2.1816681597881975,21.015,56.743,0.0
367,5.008975422562481,-0.6472321545968314,2.0589040993067536,20.382,57.397,0.0
368,4.705093481219215,-0.6533819356083742,1.90029094241224,20.771,56.883,0.0
369,4.727466113798195,-0.6428184560653688,1.7157657689824157,20.489,57.912,0.0
370,4.770691892028629,-0.5737669688312896,1.8062627135336193,21.099,56.818,0.0
371,4.608490764211001,-0.7070232570837588,1.6781704173097798,21.603,56.1,0.0
372,4.5913661387282145,-0.7130789649039917,1.655814464848529,22.152,55.671,0.0
373,4.543508504375485,-0.7807274637668191,1.5703551668479454,22.442,55.467,0.0
374,4.3901802062472886,-0.8026937154811199,1.5464072821567805,23.708,53.847,0.0
375,4.207902626331315,-0.829166207910258,1.440338504075868,23.151,54.727,0.0
376,4.041881111762232,-0.9437392597862603,1.2330111109276831,23.609,54.18,0.0
377,4.2723038225491825,-0.9983254933433308,1.223381859213271,25.089,52.614,0.0
378,2.910857184081583,1.961736152501877,0.14476586049446805,25.341,52.518,0.0
379,4.299343913940556,-1.1536982208182573,1.2703203903043105,25.99,51.767,0.0
380,4.591069089256778,-1.0515382174551218,1.3897535272739392,26.203,50.662,0.0
381,3.1176542019439757,0.6349362557255015,0.5319367851858122,26.112,49.997,0.0
382,2.073546248276518,2.7390574060457618,-0.04586399162736135,26.89,48.828,0.0
383,2.035802136183619,3.851991622569438,-0.7377405260143071,28.69,47.026,0.0
384,2.227703717845493,4.195209253102074,-0.616938053702504,31.063,44.71,0.0
385,2.1342623540448047,4.1475750357753185,-0.6765752814794308,34.786,41.599,0.0
386,2.064463714278447,4.44187605128843,-0.7974594209675347,36.282,40.43,0.0
387,2.325932331819841,4.229236480177226,-0.6323327176593784,37.792,39.336,0.0
388,2.2397412280001334,4.350844166355242,-0.7503866410544887,38.662,38.907,0.0
389,2.0718202337552403,4.87902456048127,-1.1148496038944256,39.661,38.5,0.0
390,2.3164376295988363,3.8983234806082425,-0.6190542733954622,40.974,38.06,0.0
391,2.04579823508132,3.802140621090216,-0.6281055584895475,41.744,37.899,0.0
