Image, TS, Inference, Score, Temperature, Humidity
clipped_image_June-15-2023T16-47-27.ppm, June-15-2023T16-47-27,1,0.6679,46.887,32.566
clipped_image_June-15-2023T16-51-06.ppm, June-15-2023T16-51-06,1,0.6054,45.192,34.931
clipped_image_June-15-2023T16-54-45.ppm, June-15-2023T16-54-45,0,0.4726,43.412,37.296
clipped_image_June-15-2023T16-58-24.ppm, June-15-2023T16-58-24,1,0.4804,42.2,38.914
clipped_image_June-15-2023T17-02-03.ppm, June-15-2023T17-02-03,1,0.5546,41.514,39.883
clipped_image_June-15-2023T17-05-42.ppm, June-15-2023T17-05-42,1,0.5039,41.16,40.409
clipped_image_June-15-2023T17-09-22.ppm, June-15-2023T17-09-22,0,0.4804,40.967,40.63
clipped_image_June-15-2023T17-13-01.ppm, June-15-2023T17-13-01,0,0.5156,40.559,41.248
clipped_image_June-15-2023T17-16-40.ppm, June-15-2023T17-16-40,0,0.5468,40.151,41.935
clipped_image_June-15-2023T17-20-19.ppm, June-15-2023T17-20-19,0,0.5507,39.873,42.377
clipped_image_June-15-2023T17-23-58.ppm, June-15-2023T17-23-58,0,0.6054,39.605,42.751
clipped_image_June-15-2023T17-27-38.ppm, June-15-2023T17-27-38,0,0.6132,39.218,43.362
clipped_image_June-15-2023T17-31-17.ppm, June-15-2023T17-31-17,0,0.5195,39.122,43.568
clipped_image_June-15-2023T17-34-56.ppm, June-15-2023T17-34-56,0,0.5546,39.047,43.613
clipped_image_June-15-2023T17-38-35.ppm, June-15-2023T17-38-35,0,0.5742,38.768,44.041
clipped_image_June-15-2023T17-42-14.ppm, June-15-2023T17-42-14,0,0.5781,38.618,44.331
clipped_image_June-15-2023T17-45-54.ppm, June-15-2023T17-45-54,1,0.7187,38.435,44.758
clipped_image_June-15-2023T17-49-33.ppm, June-15-2023T17-49-33,1,0.707,38.35,44.941
clipped_image_June-15-2023T17-53-12.ppm, June-15-2023T17-53-12,1,0.7304,38.275,45.078
clipped_image_June-15-2023T17-56-51.ppm, June-15-2023T17-56-51,1,0.7226,38.039,45.582
clipped_image_June-15-2023T18-00-30.ppm, June-15-2023T18-00-30,1,0.7187,37.706,46.261
clipped_image_June-15-2023T18-04-10.ppm, June-15-2023T18-04-10,1,0.7304,37.459,46.856
clipped_image_June-15-2023T18-07-49.ppm, June-15-2023T18-07-49,1,0.7539,37.299,47.245
clipped_image_June-15-2023T18-11-29.ppm, June-15-2023T18-11-29,1,0.7304,37.202,47.527
clipped_image_June-15-2023T18-15-08.ppm, June-15-2023T18-15-08,1,0.75,37.041,47.916
clipped_image_June-15-2023T18-18-47.ppm, June-15-2023T18-18-47,1,0.7617,36.87,48.336
clipped_image_June-15-2023T18-22-27.ppm, June-15-2023T18-22-27,1,0.746,36.752,48.679
clipped_image_June-15-2023T18-26-06.ppm, June-15-2023T18-26-06,1,0.7148,36.634,48.962
clipped_image_June-15-2023T18-29-45.ppm, June-15-2023T18-29-45,1,0.7734,36.301,49.809
clipped_image_June-15-2023T18-33-24.ppm, June-15-2023T18-33-24,1,0.7656,36.108,50.327
clipped_image_June-15-2023T18-37-03.ppm, June-15-2023T18-37-03,1,0.7578,35.979,50.709
clipped_image_June-15-2023T18-40-43.ppm, June-15-2023T18-40-43,1,0.7851,35.904,50.884
clipped_image_June-15-2023T18-44-22.ppm, June-15-2023T18-44-22,1,0.7851,35.765,51.266
clipped_image_June-15-2023T18-48-01.ppm, June-15-2023T18-48-01,1,0.8046,35.626,51.792
clipped_image_June-15-2023T18-51-40.ppm, June-15-2023T18-51-40,1,0.7851,35.368,52.38
clipped_image_June-15-2023T18-55-19.ppm, June-15-2023T18-55-19,1,0.8242,35.186,52.837
clipped_image_June-15-2023T18-58-59.ppm, June-15-2023T18-58-59,0,0.7265,35.025,53.257
clipped_image_June-15-2023T19-02-38.ppm, June-15-2023T19-02-38,0,0.8828,34.778,53.776
clipped_image_June-15-2023T19-06-17.ppm, June-15-2023T19-06-17,0,0.8085,34.671,54.104
clipped_image_June-15-2023T19-09-56.ppm, June-15-2023T19-09-56,0,0.8359,34.564,54.371
clipped_image_June-15-2023T19-13-34.ppm, June-15-2023T19-13-34,0,0.8515,34.446,54.668
clipped_image_June-15-2023T19-17-13.ppm, June-15-2023T19-17-13,0,0.8125,34.328,55.027
clipped_image_June-15-2023T19-20-51.ppm, June-15-2023T19-20-51,0,0.9296,34.221,55.325
clipped_image_June-15-2023T19-24-32.ppm, June-15-2023T19-24-32,0,0.8632,34.092,55.63
clipped_image_June-15-2023T19-28-11.ppm, June-15-2023T19-28-11,0,0.8437,34.027,55.866
clipped_image_June-15-2023T19-31-49.ppm, June-15-2023T19-31-49,0,0.8398,34.006,55.958
clipped_image_June-15-2023T19-35-27.ppm, June-15-2023T19-35-27,0,0.8671,33.974,56.164
clipped_image_June-15-2023T19-39-06.ppm, June-15-2023T19-39-06,0,0.8398,33.813,56.583
clipped_image_June-15-2023T19-42-44.ppm, June-15-2023T19-42-44,0,0.8632,33.738,56.82
clipped_image_June-15-2023T19-46-23.ppm, June-15-2023T19-46-23,0,0.8632,33.663,57.056
clipped_image_June-15-2023T19-50-01.ppm, June-15-2023T19-50-01,0,0.8281,33.62,57.148
clipped_image_June-15-2023T19-53-39.ppm, June-15-2023T19-53-39,0,0.8359,33.556,57.323
clipped_image_June-15-2023T19-57-18.ppm, June-15-2023T19-57-18,0,0.8164,33.502,57.529
clipped_image_June-15-2023T20-00-56.ppm, June-15-2023T20-00-56,0,0.8242,33.384,57.858
clipped_image_June-15-2023T20-04-34.ppm, June-15-2023T20-04-34,0,0.8359,33.352,57.98
clipped_image_June-15-2023T20-08-13.ppm, June-15-2023T20-08-13,0,0.8398,33.277,58.155
clipped_image_June-15-2023T20-11-51.ppm, June-15-2023T20-11-51,0,0.8242,33.18,58.453
clipped_image_June-15-2023T20-15-30.ppm, June-15-2023T20-15-30,0,0.8085,33.116,58.689
clipped_image_June-15-2023T20-19-08.ppm, June-15-2023T20-19-08,0,0.8007,33.127,58.659
clipped_image_June-15-2023T20-22-46.ppm, June-15-2023T20-22-46,0,0.8671,33.169,58.659
clipped_image_June-15-2023T20-26-25.ppm, June-15-2023T20-26-25,0,0.8632,33.159,58.72
clipped_image_June-15-2023T20-30-03.ppm, June-15-2023T20-30-03,0,0.8398,33.062,59.017
clipped_image_June-15-2023T20-33-42.ppm, June-15-2023T20-33-42,0,0.8632,32.987,59.254
clipped_image_June-15-2023T20-37-20.ppm, June-15-2023T20-37-20,0,0.8632,32.976,59.429
clipped_image_June-15-2023T20-40-58.ppm, June-15-2023T20-40-58,0,0.8867,32.976,59.49
clipped_image_June-15-2023T20-44-37.ppm, June-15-2023T20-44-37,0,0.8945,32.976,59.582
clipped_image_June-15-2023T20-48-15.ppm, June-15-2023T20-48-15,0,0.8828,32.923,59.849
clipped_image_June-15-2023T20-51-54.ppm, June-15-2023T20-51-54,0,0.875,32.869,60.116
clipped_image_June-15-2023T20-55-32.ppm, June-15-2023T20-55-32,0,0.8515,32.869,60.261
clipped_image_June-15-2023T20-59-10.ppm, June-15-2023T20-59-10,0,0.832,32.773,60.612
clipped_image_June-15-2023T21-02-49.ppm, June-15-2023T21-02-49,0,0.8515,32.719,60.879
clipped_image_June-15-2023T21-06-27.ppm, June-15-2023T21-06-27,0,0.8632,32.655,61.207
clipped_image_June-15-2023T21-10-06.ppm, June-15-2023T21-10-06,0,0.8437,32.601,61.443
clipped_image_June-15-2023T21-13-44.ppm, June-15-2023T21-13-44,0,0.9335,32.665,61.321
clipped_image_June-15-2023T21-17-22.ppm, June-15-2023T21-17-22,0,0.8515,32.622,61.596
clipped_image_June-15-2023T21-21-01.ppm, June-15-2023T21-21-01,0,0.875,32.515,61.977
clipped_image_June-15-2023T21-24-39.ppm, June-15-2023T21-24-39,0,0.8828,32.462,62.298
clipped_image_June-15-2023T21-28-17.ppm, June-15-2023T21-28-17,0,0.8671,32.344,62.74
clipped_image_June-15-2023T21-31-56.ppm, June-15-2023T21-31-56,0,0.871,32.279,63.038
clipped_image_June-15-2023T21-35-34.ppm, June-15-2023T21-35-34,0,0.8593,32.29,63.152
clipped_image_June-15-2023T21-39-13.ppm, June-15-2023T21-39-13,0,0.8828,32.204,63.48
clipped_image_June-15-2023T21-42-51.ppm, June-15-2023T21-42-51,0,0.8359,32.065,63.923
clipped_image_June-15-2023T21-46-29.ppm, June-15-2023T21-46-29,0,0.9023,31.979,64.304
clipped_image_June-15-2023T21-50-08.ppm, June-15-2023T21-50-08,0,0.8632,31.893,64.632
clipped_image_June-15-2023T21-53-46.ppm, June-15-2023T21-53-46,0,0.8242,31.85,64.869
clipped_image_June-15-2023T21-57-25.ppm, June-15-2023T21-57-25,0,0.8828,31.872,64.869
clipped_image_June-15-2023T22-01-03.ppm, June-15-2023T22-01-03,0,0.8554,31.882,64.869
clipped_image_June-15-2023T22-04-41.ppm, June-15-2023T22-04-41,0,0.875,31.861,65.044
clipped_image_June-15-2023T22-08-20.ppm, June-15-2023T22-08-20,0,0.8828,31.797,65.311
clipped_image_June-15-2023T22-11-58.ppm, June-15-2023T22-11-58,0,0.832,31.786,65.449
clipped_image_June-15-2023T22-15-36.ppm, June-15-2023T22-15-36,0,0.8476,31.711,65.807
clipped_image_June-15-2023T22-19-15.ppm, June-15-2023T22-19-15,0,0.9218,31.657,66.158
clipped_image_June-15-2023T22-22-53.ppm, June-15-2023T22-22-53,0,0.9062,31.571,66.456
clipped_image_June-15-2023T22-26-32.ppm, June-15-2023T22-26-32,0,0.9218,31.646,66.311
clipped_image_June-15-2023T22-30-10.ppm, June-15-2023T22-30-10,0,0.8828,31.711,66.158
clipped_image_June-15-2023T22-33-48.ppm, June-15-2023T22-33-48,0,0.9062,31.668,66.341
clipped_image_June-15-2023T22-37-27.ppm, June-15-2023T22-37-27,0,0.9375,31.646,66.372
clipped_image_June-15-2023T22-41-05.ppm, June-15-2023T22-41-05,0,0.9023,31.571,66.662
clipped_image_June-15-2023T22-44-43.ppm, June-15-2023T22-44-43,0,0.8906,31.421,67.143
clipped_image_June-15-2023T22-48-22.ppm, June-15-2023T22-48-22,0,0.8906,31.4,67.287
clipped_image_June-15-2023T22-52-00.ppm, June-15-2023T22-52-00,0,0.875,31.443,67.204
clipped_image_June-15-2023T22-55-39.ppm, June-15-2023T22-55-39,0,0.9023,31.507,67.066
clipped_image_June-15-2023T22-59-17.ppm, June-15-2023T22-59-17,0,0.8437,31.529,67.043
clipped_image_June-15-2023T23-02-55.ppm, June-15-2023T23-02-55,0,0.8398,31.539,67.043
clipped_image_June-15-2023T23-06-34.ppm, June-15-2023T23-06-34,0,0.875,31.421,67.455
clipped_image_June-15-2023T23-10-12.ppm, June-15-2023T23-10-12,0,0.914,31.271,67.921
clipped_image_June-15-2023T23-13-51.ppm, June-15-2023T23-13-51,0,0.8984,31.196,68.165
clipped_image_June-15-2023T23-17-29.ppm, June-15-2023T23-17-29,0,0.8554,31.11,68.501
clipped_image_June-15-2023T23-21-07.ppm, June-15-2023T23-21-07,0,0.8281,31.035,68.661
clipped_image_June-15-2023T23-24-46.ppm, June-15-2023T23-24-46,0,0.8945,30.939,68.989
clipped_image_June-15-2023T23-28-24.ppm, June-15-2023T23-28-24,0,0.8632,30.821,69.424
clipped_image_June-15-2023T23-32-03.ppm, June-15-2023T23-32-03,0,0.8515,30.746,69.706
clipped_image_June-15-2023T23-35-41.ppm, June-15-2023T23-35-41,0,0.8164,30.724,69.782
clipped_image_June-15-2023T23-39-19.ppm, June-15-2023T23-39-19,0,0.8554,30.681,70.004
clipped_image_June-15-2023T23-42-58.ppm, June-15-2023T23-42-58,0,0.8437,30.606,70.225
clipped_image_June-15-2023T23-46-36.ppm, June-15-2023T23-46-36,0,0.8359,30.585,70.37
clipped_image_June-15-2023T23-50-14.ppm, June-15-2023T23-50-14,0,0.8632,30.563,70.507
clipped_image_June-15-2023T23-53-53.ppm, June-15-2023T23-53-53,0,0.871,30.52,70.637
clipped_image_June-15-2023T23-57-31.ppm, June-15-2023T23-57-31,0,0.8281,30.477,70.774
clipped_image_June-16-2023T00-01-10.ppm, June-16-2023T00-01-10,0,0.8828,30.424,70.965
clipped_image_June-16-2023T00-04-48.ppm, June-16-2023T00-04-48,0,0.8906,30.381,71.095
clipped_image_June-16-2023T00-08-26.ppm, June-16-2023T00-08-26,0,0.9218,30.327,71.239
clipped_image_June-16-2023T00-12-05.ppm, June-16-2023T00-12-05,0,0.8398,30.242,71.514
clipped_image_June-16-2023T00-15-43.ppm, June-16-2023T00-15-43,0,0.8984,30.231,71.705
clipped_image_June-16-2023T00-19-22.ppm, June-16-2023T00-19-22,0,0.832,30.242,71.514
clipped_image_June-16-2023T00-23-00.ppm, June-16-2023T00-23-00,0,0.9101,30.242,71.514
clipped_image_June-16-2023T00-26-38.ppm, June-16-2023T00-26-38,0,0.8867,30.242,71.568
clipped_image_June-16-2023T00-30-17.ppm, June-16-2023T00-30-17,0,0.9179,30.231,71.598
clipped_image_June-16-2023T00-33-55.ppm, June-16-2023T00-33-55,0,0.9062,30.242,71.514
clipped_image_June-16-2023T00-37-33.ppm, June-16-2023T00-37-33,0,0.9101,30.274,71.346
clipped_image_June-16-2023T00-41-12.ppm, June-16-2023T00-41-12,0,0.8945,30.37,71.018
clipped_image_June-16-2023T00-44-51.ppm, June-16-2023T00-44-51,0,0.9218,30.37,71.072
clipped_image_June-16-2023T00-48-29.ppm, June-16-2023T00-48-29,0,0.8906,30.242,71.43
clipped_image_June-16-2023T00-52-07.ppm, June-16-2023T00-52-07,0,0.9335,30.263,71.461
clipped_image_June-16-2023T00-55-46.ppm, June-16-2023T00-55-46,0,0.8671,30.381,71.125
clipped_image_June-16-2023T00-59-24.ppm, June-16-2023T00-59-24,0,0.9062,30.456,70.889
clipped_image_June-16-2023T01-03-02.ppm, June-16-2023T01-03-02,0,0.914,30.402,71.018
clipped_image_June-16-2023T01-06-41.ppm, June-16-2023T01-06-41,0,0.8085,30.37,71.156
clipped_image_June-16-2023T01-10-19.ppm, June-16-2023T01-10-19,0,0.8515,30.424,70.965
clipped_image_June-16-2023T01-13-58.ppm, June-16-2023T01-13-58,0,0.9179,30.392,70.934
clipped_image_June-16-2023T01-17-36.ppm, June-16-2023T01-17-36,0,0.8906,30.359,70.988
clipped_image_June-16-2023T01-21-14.ppm, June-16-2023T01-21-14,0,0.8984,30.359,70.904
clipped_image_June-16-2023T01-24-53.ppm, June-16-2023T01-24-53,0,0.9179,30.242,71.156
clipped_image_June-16-2023T01-28-31.ppm, June-16-2023T01-28-31,0,0.8554,30.199,71.369
clipped_image_June-16-2023T01-32-10.ppm, June-16-2023T01-32-10,0,0.8515,30.048,71.796
clipped_image_June-16-2023T01-35-48.ppm, June-16-2023T01-35-48,0,0.8593,29.952,72.132
clipped_image_June-16-2023T01-39-26.ppm, June-16-2023T01-39-26,0,0.8632,29.845,72.453
clipped_image_June-16-2023T01-43-05.ppm, June-16-2023T01-43-05,0,0.9179,29.791,72.643
clipped_image_June-16-2023T01-46-43.ppm, June-16-2023T01-46-43,0,0.8867,29.748,72.865
clipped_image_June-16-2023T01-50-22.ppm, June-16-2023T01-50-22,0,0.9375,29.737,72.926
clipped_image_June-16-2023T01-54-00.ppm, June-16-2023T01-54-00,0,0.9218,29.695,73.025
clipped_image_June-16-2023T01-57-38.ppm, June-16-2023T01-57-38,0,0.9179,29.737,72.948
clipped_image_June-16-2023T02-01-17.ppm, June-16-2023T02-01-17,0,0.8632,29.748,72.926
clipped_image_June-16-2023T02-04-55.ppm, June-16-2023T02-04-55,0,0.8203,29.641,73.193
clipped_image_June-16-2023T02-08-34.ppm, June-16-2023T02-08-34,0,0.9179,29.577,73.467
clipped_image_June-16-2023T02-12-12.ppm, June-16-2023T02-12-12,0,0.832,29.469,73.841
clipped_image_June-16-2023T02-15-50.ppm, June-16-2023T02-15-50,0,0.8437,29.416,74.009
clipped_image_June-16-2023T02-19-29.ppm, June-16-2023T02-19-29,0,0.8476,29.448,73.986
clipped_image_June-16-2023T02-23-07.ppm, June-16-2023T02-23-07,0,0.9218,29.609,73.467
clipped_image_June-16-2023T02-26-45.ppm, June-16-2023T02-26-45,0,0.8554,29.78,72.926
clipped_image_June-16-2023T02-30-24.ppm, June-16-2023T02-30-24,0,0.9218,29.845,72.674
clipped_image_June-16-2023T02-34-02.ppm, June-16-2023T02-34-02,0,0.8281,29.791,72.926
clipped_image_June-16-2023T02-37-41.ppm, June-16-2023T02-37-41,0,0.9218,29.748,73.063
clipped_image_June-16-2023T02-41-19.ppm, June-16-2023T02-41-19,0,0.8281,29.705,73.223
clipped_image_June-16-2023T02-44-57.ppm, June-16-2023T02-44-57,0,0.8984,29.705,73.246
clipped_image_June-16-2023T02-48-36.ppm, June-16-2023T02-48-36,0,0.8515,29.587,73.582
clipped_image_June-16-2023T02-52-14.ppm, June-16-2023T02-52-14,0,0.875,29.437,74.093
clipped_image_June-16-2023T02-55-53.ppm, June-16-2023T02-55-53,0,0.8632,29.33,74.467
clipped_image_June-16-2023T02-59-31.ppm, June-16-2023T02-59-31,0,0.9023,29.33,74.497
clipped_image_June-16-2023T03-03-09.ppm, June-16-2023T03-03-09,0,0.8554,29.383,74.245
clipped_image_June-16-2023T03-06-48.ppm, June-16-2023T03-06-48,0,0.8242,29.394,74.23
clipped_image_June-16-2023T03-10-26.ppm, June-16-2023T03-10-26,0,0.9257,29.416,74.123
clipped_image_June-16-2023T03-14-05.ppm, June-16-2023T03-14-05,0,0.9179,29.437,74.009
clipped_image_June-16-2023T03-17-43.ppm, June-16-2023T03-17-43,0,0.9375,29.459,73.902
clipped_image_June-16-2023T03-21-21.ppm, June-16-2023T03-21-21,0,0.9296,29.469,73.841
clipped_image_June-16-2023T03-25-00.ppm, June-16-2023T03-25-00,0,0.8359,29.437,73.925
clipped_image_June-16-2023T03-28-38.ppm, June-16-2023T03-28-38,0,0.9179,29.383,74.001
clipped_image_June-16-2023T03-32-17.ppm, June-16-2023T03-32-17,0,0.8359,29.341,74.139
clipped_image_June-16-2023T03-35-55.ppm, June-16-2023T03-35-55,0,0.8671,29.244,74.444
clipped_image_June-16-2023T03-39-33.ppm, June-16-2023T03-39-33,0,0.9179,29.115,74.924
clipped_image_June-16-2023T03-43-12.ppm, June-16-2023T03-43-12,0,0.8867,28.987,75.352
clipped_image_June-16-2023T03-46-50.ppm, June-16-2023T03-46-50,0,0.8984,28.933,75.604
clipped_image_June-16-2023T03-50-29.ppm, June-16-2023T03-50-29,0,0.8515,28.997,75.352
clipped_image_June-16-2023T03-54-07.ppm, June-16-2023T03-54-07,0,0.8632,28.965,75.352
clipped_image_June-16-2023T03-57-45.ppm, June-16-2023T03-57-45,0,0.8554,28.901,75.573
clipped_image_June-16-2023T04-01-24.ppm, June-16-2023T04-01-24,0,0.8945,28.804,75.817
clipped_image_June-16-2023T04-05-02.ppm, June-16-2023T04-05-02,0,0.8867,28.729,76.008
clipped_image_June-16-2023T04-08-40.ppm, June-16-2023T04-08-40,0,0.9023,28.654,76.183
clipped_image_June-16-2023T04-12-19.ppm, June-16-2023T04-12-19,0,0.8867,28.643,76.13
clipped_image_June-16-2023T04-15-57.ppm, June-16-2023T04-15-57,0,0.8789,28.611,76.16
clipped_image_June-16-2023T04-19-36.ppm, June-16-2023T04-19-36,0,0.8281,28.643,75.993
clipped_image_June-16-2023T04-23-14.ppm, June-16-2023T04-23-14,0,0.8242,28.611,76.023
clipped_image_June-16-2023T04-26-52.ppm, June-16-2023T04-26-52,0,0.9335,28.579,76.046
clipped_image_June-16-2023T04-30-31.ppm, June-16-2023T04-30-31,0,0.8984,28.515,76.214
clipped_image_June-16-2023T04-34-09.ppm, June-16-2023T04-34-09,0,0.9062,28.483,76.199
clipped_image_June-16-2023T04-37-48.ppm, June-16-2023T04-37-48,0,0.8906,28.386,76.504
clipped_image_June-16-2023T04-41-26.ppm, June-16-2023T04-41-26,0,0.8593,28.268,76.824
clipped_image_June-16-2023T04-45-04.ppm, June-16-2023T04-45-04,0,0.9375,28.172,77.114
clipped_image_June-16-2023T04-48-43.ppm, June-16-2023T04-48-43,0,0.9023,28.054,77.442
clipped_image_June-16-2023T04-52-21.ppm, June-16-2023T04-52-21,0,0.8632,28.021,77.457
clipped_image_June-16-2023T04-56-00.ppm, June-16-2023T04-56-00,0,0.8945,27.957,77.671
clipped_image_June-16-2023T04-59-38.ppm, June-16-2023T04-59-38,0,0.8945,27.893,77.892
clipped_image_June-16-2023T05-03-16.ppm, June-16-2023T05-03-16,0,0.8632,27.882,77.946
clipped_image_June-16-2023T05-06-55.ppm, June-16-2023T05-06-55,0,0.8242,27.828,78.106
clipped_image_June-16-2023T05-10-33.ppm, June-16-2023T05-10-33,0,0.8242,27.785,78.213
clipped_image_June-16-2023T05-14-11.ppm, June-16-2023T05-14-11,0,0.8906,27.721,78.403
clipped_image_June-16-2023T05-17-50.ppm, June-16-2023T05-17-50,0,0.8632,27.818,78.106
clipped_image_June-16-2023T05-21-28.ppm, June-16-2023T05-21-28,0,0.8359,28.011,77.32
clipped_image_June-16-2023T05-25-07.ppm, June-16-2023T05-25-07,0,0.8789,28.236,76.55
clipped_image_June-16-2023T05-28-45.ppm, June-16-2023T05-28-45,0,0.8789,28.408,75.954
clipped_image_June-16-2023T05-32-23.ppm, June-16-2023T05-32-23,0,0.8359,28.472,75.68
clipped_image_June-16-2023T05-36-02.ppm, June-16-2023T05-36-02,0,0.8828,28.515,75.55
clipped_image_June-16-2023T05-39-40.ppm, June-16-2023T05-39-40,0,0.871,28.45,75.703
clipped_image_June-16-2023T05-43-19.ppm, June-16-2023T05-43-19,0,0.9257,28.29,76.191
clipped_image_June-16-2023T05-46-59.ppm, June-16-2023T05-46-59,0,0.707,28.096,77
clipped_image_June-16-2023T05-50-38.ppm, June-16-2023T05-50-38,1,0.8007,27.936,77.534
clipped_image_June-16-2023T05-54-17.ppm, June-16-2023T05-54-17,1,0.8007,27.785,78.045
clipped_image_June-16-2023T05-57-56.ppm, June-16-2023T05-57-56,1,0.7968,27.646,78.526
clipped_image_June-16-2023T06-01-35.ppm, June-16-2023T06-01-35,1,0.7929,27.582,78.8
clipped_image_June-16-2023T06-05-14.ppm, June-16-2023T06-05-14,1,0.7851,27.528,78.915
clipped_image_June-16-2023T06-08-54.ppm, June-16-2023T06-08-54,1,0.7851,27.571,78.724
clipped_image_June-16-2023T06-12-33.ppm, June-16-2023T06-12-33,1,0.7695,27.614,78.472
clipped_image_June-16-2023T06-16-12.ppm, June-16-2023T06-16-12,1,0.7773,27.592,78.556
clipped_image_June-16-2023T06-19-51.ppm, June-16-2023T06-19-51,1,0.7773,27.539,78.724
clipped_image_June-16-2023T06-23-30.ppm, June-16-2023T06-23-30,1,0.7773,27.571,78.579
clipped_image_June-16-2023T06-27-10.ppm, June-16-2023T06-27-10,1,0.746,27.625,78.419
clipped_image_June-16-2023T06-30-49.ppm, June-16-2023T06-30-49,1,0.746,27.721,78.106
clipped_image_June-16-2023T06-34-28.ppm, June-16-2023T06-34-28,1,0.7617,27.828,77.702
clipped_image_June-16-2023T06-38-07.ppm, June-16-2023T06-38-07,1,0.7617,27.893,77.374
clipped_image_June-16-2023T06-41-46.ppm, June-16-2023T06-41-46,1,0.7773,27.914,77.32
clipped_image_June-16-2023T06-45-26.ppm, June-16-2023T06-45-26,1,0.7539,27.968,77.183
clipped_image_June-16-2023T06-49-05.ppm, June-16-2023T06-49-05,1,0.8125,28.107,76.756
clipped_image_June-16-2023T06-52-44.ppm, June-16-2023T06-52-44,1,0.707,28.257,76.138
clipped_image_June-16-2023T06-56-23.ppm, June-16-2023T06-56-23,1,0.6953,28.408,75.626
clipped_image_June-16-2023T07-00-02.ppm, June-16-2023T07-00-02,1,0.8007,28.59,75.054
clipped_image_June-16-2023T07-03-42.ppm, June-16-2023T07-03-42,1,0.7968,28.89,74.085
clipped_image_June-16-2023T07-07-21.ppm, June-16-2023T07-07-21,1,0.6796,29.19,73.078
clipped_image_June-16-2023T07-11-00.ppm, June-16-2023T07-11-00,1,0.789,29.33,72.674
clipped_image_June-16-2023T07-14-39.ppm, June-16-2023T07-14-39,1,0.7421,29.437,72.239
clipped_image_June-16-2023T07-18-18.ppm, June-16-2023T07-18-18,1,0.8007,29.437,72.186
clipped_image_June-16-2023T07-21-58.ppm, June-16-2023T07-21-58,1,0.7656,29.609,71.56
clipped_image_June-16-2023T07-25-37.ppm, June-16-2023T07-25-37,1,0.8007,29.684,71.201
clipped_image_June-16-2023T07-29-16.ppm, June-16-2023T07-29-16,1,0.7656,30.231,69.546
clipped_image_June-16-2023T07-32-55.ppm, June-16-2023T07-32-55,1,0.7929,30.585,68.478
clipped_image_June-16-2023T07-36-34.ppm, June-16-2023T07-36-34,1,0.7851,31.936,64.243
clipped_image_June-16-2023T07-40-14.ppm, June-16-2023T07-40-14,1,0.7031,32.783,61.71
clipped_image_June-16-2023T07-43-53.ppm, June-16-2023T07-43-53,1,0.8007,33.706,59.017
clipped_image_June-16-2023T07-47-32.ppm, June-16-2023T07-47-32,1,0.5351,33.834,58.659
clipped_image_June-16-2023T07-51-12.ppm, June-16-2023T07-51-12,1,0.8125,33.909,58.331
clipped_image_June-16-2023T07-54-51.ppm, June-16-2023T07-54-51,1,0.7968,33.341,59.849
clipped_image_June-16-2023T07-58-30.ppm, June-16-2023T07-58-30,1,0.7929,32.655,61.649
clipped_image_June-16-2023T08-02-10.ppm, June-16-2023T08-02-10,1,0.789,32.397,62.359
clipped_image_June-16-2023T08-05-49.ppm, June-16-2023T08-05-49,1,0.7734,32.118,63.068
clipped_image_June-16-2023T08-09-29.ppm, June-16-2023T08-09-29,1,0.8007,33.727,59.017
clipped_image_June-16-2023T08-13-08.ppm, June-16-2023T08-13-08,1,0.5195,33.974,58.361
clipped_image_June-16-2023T08-16-47.ppm, June-16-2023T08-16-47,1,0.5078,34.36,57.316
clipped_image_June-16-2023T08-20-27.ppm, June-16-2023T08-20-27,1,0.8085,35.701,53.936
clipped_image_June-16-2023T08-24-06.ppm, June-16-2023T08-24-06,1,0.7968,35.282,54.836
clipped_image_June-16-2023T08-27-46.ppm, June-16-2023T08-27-46,1,0.7617,35.701,53.814
clipped_image_June-16-2023T08-31-25.ppm, June-16-2023T08-31-25,1,0.6679,36.419,52.265
clipped_image_June-16-2023T08-35-04.ppm, June-16-2023T08-35-04,1,0.7734,37.073,50.686
clipped_image_June-16-2023T08-38-44.ppm, June-16-2023T08-38-44,1,0.7812,36.387,52.197
clipped_image_June-16-2023T08-42-23.ppm, June-16-2023T08-42-23,1,0.8085,36.194,52.486
clipped_image_June-16-2023T08-46-03.ppm, June-16-2023T08-46-03,1,0.5742,37.846,48.756
clipped_image_June-16-2023T08-49-42.ppm, June-16-2023T08-49-42,1,0.6093,39.336,45.658
clipped_image_June-16-2023T08-53-21.ppm, June-16-2023T08-53-21,1,0.746,39.358,45.353
clipped_image_June-16-2023T08-57-01.ppm, June-16-2023T08-57-01,1,0.539,39.283,45.658
clipped_image_June-16-2023T09-00-40.ppm, June-16-2023T09-00-40,1,0.5234,41.31,41.996
clipped_image_June-16-2023T09-04-20.ppm, June-16-2023T09-04-20,1,0.5195,42.79,39.6
clipped_image_June-16-2023T09-07-59.ppm, June-16-2023T09-07-59,0,0.5312,44.055,37.678
clipped_image_June-16-2023T09-11-39.ppm, June-16-2023T09-11-39,0,0.5781,44.753,36.594
clipped_image_June-16-2023T09-15-18.ppm, June-16-2023T09-15-18,0,0.5312,45.278,35.809
clipped_image_June-16-2023T09-18-57.ppm, June-16-2023T09-18-57,0,0.6132,45.997,34.557
clipped_image_June-16-2023T09-22-37.ppm, June-16-2023T09-22-37,0,0.6132,46.265,34.008
